Epoch	train_loss	val_loss	metric	epoch_time	learing_rate	time_stamp
1	2.10864	2.07338	6.76329	109.291s	0.000452254	2023-03-31 23:38:14
2	2.0828	2.07827	4.83092	107.031s	0.000327254	2023-03-31 23:40:02
3	2.07869	2.07383	4.34783	108.983s	0.000172746	2023-03-31 23:41:53
4	2.01807	2.02595	7.24638	108.545s	4.77458e-05	2023-03-31 23:43:43
5	1.95686	nan	6.76329	107.856s	0	2023-03-31 23:45:35
6	1.98799	1.99479	9.17874	106.01s	4.77458e-05	2023-03-31 23:47:23
7	1.95384	2.00705	8.69565	109.044s	0.000172746	2023-03-31 23:49:16
8	1.99717	2.10347	7.24638	109.602s	0.000327254	2023-03-31 23:51:07
9	1.99011	2.17974	8.69565	109.238s	0.000452254	2023-03-31 23:52:58
10	2.00459	2.0689	6.76329	106.599s	0.0005	2023-03-31 23:54:46
11	1.994	2.03415	8.21256	109.694s	0.000452254	2023-03-31 23:56:38
12	1.97791	nan	6.76329	107.772s	0.000327254	2023-03-31 23:58:27
13	1.9582	2.02647	7.24638	107.395s	0.000172746	2023-04-01 00:00:17
14	1.92501	1.97541	10.1449	108.192s	4.77458e-05	2023-04-01 00:02:07
15	1.90768	1.99946	9.17874	105.43s	0	2023-04-01 00:03:56
16	1.92917	1.99226	7.72947	107.865s	4.77458e-05	2023-04-01 00:05:45
17	1.92597	1.97725	9.17874	109.982s	0.000172746	2023-04-01 00:07:37
18	1.94576	1.99966	7.24638	108.283s	0.000327254	2023-04-01 00:09:27
19	1.96599	2.01492	6.76329	108.864s	0.000452254	2023-04-01 00:11:18
20	1.95276	1.9939	6.76329	106.584s	0.0005	2023-04-01 00:13:06
21	1.95983	2.02126	5.7971	104.942s	0.000452254	2023-04-01 00:14:53
22	1.95132	1.99235	11.1111	106.748s	0.000327254	2023-04-01 00:16:41
23	1.93023	2.0291	6.76329	109.352s	0.000172746	2023-04-01 00:18:34
24	1.9007	2.03069	7.24638	106.502s	4.77458e-05	2023-04-01 00:20:23
25	1.89901	2.00955	7.72947	106.401s	0	2023-04-01 00:22:13
26	1.89529	1.99697	6.28019	108.101s	4.77458e-05	2023-04-01 00:24:02
27	1.89339	2.04716	8.69565	107.036s	0.000172746	2023-04-01 00:25:51
28	1.91533	1.96878	7.72947	105.844s	0.000327254	2023-04-01 00:27:39
29	1.92253	1.98421	9.17874	106.15s	0.000452254	2023-04-01 00:29:27
30	1.9296	2.04177	8.21256	108.127s	0.0005	2023-04-01 00:31:17
31	1.94301	2.00302	13.0435	106.26s	0.000452254	2023-04-01 00:33:05
32	1.91947	2.00398	6.76329	105.48s	0.000327254	2023-04-01 00:34:54
33	1.90416	2.01534	8.69565	109.562s	0.000172746	2023-04-01 00:36:45
34	1.87553	2.02146	6.28019	110.388s	4.77458e-05	2023-04-01 00:38:37
35	1.87898	2.03101	6.76329	108.524s	0	2023-04-01 00:40:28
36	1.88134	2.01991	7.24638	104.959s	4.77458e-05	2023-04-01 00:42:14
37	1.88486	1.98325	7.24638	107.916s	0.000172746	2023-04-01 00:44:04
38	1.88244	2.02035	8.21256	108.96s	0.000327254	2023-04-01 00:45:55
39	1.89573	2.01095	7.24638	109.517s	0.000452254	2023-04-01 00:47:46
40	1.90461	2.02525	9.17874	109.323s	0.0005	2023-04-01 00:49:37
41	1.91455	1.9937	8.21256	107.024s	0.000452254	2023-04-01 00:51:26
42	1.90346	1.98345	7.24638	110.227s	0.000327254	2023-04-01 00:53:18
43	1.86407	1.98883	7.24638	107.098s	0.000172746	2023-04-01 00:55:07
44	1.88136	1.9692	8.21256	107.222s	4.77458e-05	2023-04-01 00:56:56
45	1.8654	1.96413	10.1449	106.739s	0	2023-04-01 00:58:45
46	1.84306	1.95814	8.69565	108.696s	4.77458e-05	2023-04-01 01:00:35
47	1.8581	1.99649	9.66184	108.138s	0.000172746	2023-04-01 01:02:25
48	1.86653	1.97859	8.21256	107.26s	0.000327254	2023-04-01 01:04:15
49	1.89586	2.00216	8.69565	107.976s	0.000452254	2023-04-01 01:06:07
50	1.89363	1.99427	10.1449	106.822s	0.0005	2023-04-01 01:07:57
